DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-06.54.46, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.184247ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_134, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/FPWeapon/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.019621ms, FlushStreamingFunc=0.004832ms, BlockTillAllRequestsFinished=0.005431ms, ResetLoadersForSaveUnMarkAllObjects=0.201654ms, TagPackageExports=0.069130ms, BeginCacheForCookedPlatformData=0.026565ms, SerializeImports=0.040751ms, GatherLocalizableTextData=0.001814ms, MarkNames=0.003621ms, SerializeSummary=0.007849ms, SerializeNames=0.017207ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006944ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.130709ms, SortExportsSeekfree=0.002116ms, BuildDependencyMap=0.007242ms, SerializeImportMap=0.014186ms, SerializeExportMap=0.003319ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021130ms, SerializeExports=0.037432ms, SerializeBulkData=3.533427ms, AsyncWrite=2.543282ms, UnaccountedTime=1.035728ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_953E836541FD413A56AE28B92BC05FD4___D4735834DC35101E223B6ED198367AF339378B4F, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=6.994099ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_953E836541FD413A56AE28B92BC05FD4___0D07BA7E0DD518C73916733CF297FC9510B3F16D, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=1.735471ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_953E836541FD413A56AE28B92BC05FD4___3AC301F275406FCA314BBE61C1954B9F2AE85579, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.409339ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_953E836541FD413A56AE28B92BC05FD4___87B94521736ABA8A26F8F28B88597DA69B20E433, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.095092ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_217, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__7F617C08B2D2528400D04674FE32A4764DB1E952, StartTime=2015.10.15-06.54.54, HierarchicalDDC, Duration=0.172369ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_218, CachedDataProbablyExists, Parent=DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_217, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.149127ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__7F617C08B2D2528400D04674FE32A4764DB1E952, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=5046 bytes, Retrieved=true, Duration=20.376436ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_17, CachedDataProbablyExists, Parent=DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_16, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124674ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_18, GetCachedData, Parent=DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_16, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.190180ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_135, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/FPWeapon/Textures/UE4_Mannequin_occlusion_Mobile.uasset, FlushAsyncLoading=0.015397ms, FlushStreamingFunc=0.004828ms, BlockTillAllRequestsFinished=0.004832ms, ResetLoadersForSaveUnMarkAllObjects=0.270780ms, TagPackageExports=0.124071ms, BeginCacheForCookedPlatformData=0.027470ms, SerializeImports=0.075769ms, GatherLocalizableTextData=0.004530ms, MarkNames=0.003319ms, SerializeSummary=0.007547ms, SerializeNames=0.021733ms, SerializeGatherableTextData=0.003323ms, BuildExportMap=0.011168ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.011172ms, SortExportsSeekfreeInner=0.162106ms, SortExportsSeekfree=0.002414ms, BuildDependencyMap=0.005431ms, SerializeImportMap=0.013884ms, SerializeExportMap=0.003625ms, SerializeDependencyMap=0.010565ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015095ms, SerializeExports=0.035923ms, SerializeBulkData=5.394775ms, AsyncWrite=7.757232ms, UnaccountedTime=3.652062ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__91D9C6073DD219B1D8AAF48A39ADCC527ADFD30B, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=7.548638ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__641C8549023453AB18C896AF63C31C35BE403A7E, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=8388873 bytes, Retrieved=true, Duration=99.139961ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_9, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_8, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127994ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_45, CachedDataProbablyExists, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_44, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.125580ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_46, GetCachedData, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_44, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=6.104480ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_10, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_8, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=93.372070ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__C56B9D8AC9F2B732716BD40F20B367B48221A903, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=153.929337ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_48, CachedDataProbablyExists, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_47, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.159390ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_49, GetCachedData, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_47, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=153.400742ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__F862E2E86DBA538AC62528D3524DECCB3FCF3820, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=60.464886ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_12, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_11, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.182934ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_13, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_11, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=60.140068ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__EAA26B8EB682777BED97FB7367DE874D5B7E4960, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=9.544626ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_15, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_14, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.179615ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_16, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_14, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=9.292562ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2017B2844E73794305F653A650C69__150D3872B1AE76CDCB133E41F26B2C015ECC4A8C, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=15.825998ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_51, CachedDataProbablyExists, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_50, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.189275ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_52, GetCachedData, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_50, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=15.593558ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_136, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/FPWeapon/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, FlushAsyncLoading=0.016600ms, FlushStreamingFunc=0.004832ms, BlockTillAllRequestsFinished=0.005130ms, ResetLoadersForSaveUnMarkAllObjects=0.304591ms, TagPackageExports=0.157882ms, BeginCacheForCookedPlatformData=0.005431ms, SerializeImports=0.191387ms, GatherLocalizableTextData=0.003926ms, MarkNames=0.009961ms, SerializeSummary=0.010867ms, SerializeNames=0.060074ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.067014ms, SortExportsNonSeekfree=0.338100ms, SortExportsSeekfreeConstructor=0.009358ms, SortExportsSeekfreeInner=0.466093ms, SortExportsSeekfree=0.005130ms, BuildDependencyMap=0.022642ms, SerializeImportMap=0.003923ms, SerializeExportMap=0.004828ms, SerializeDependencyMap=0.003625ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018414ms, SerializeExports=0.116825ms, SerializeBulkData=0.007246ms, AsyncWrite=0.068527ms, UnaccountedTime=0.182331ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_137, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/FPWeapon/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, FlushAsyncLoading=0.011470ms, FlushStreamingFunc=0.003625ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.172067ms, TagPackageExports=0.144295ms, BeginCacheForCookedPlatformData=0.006944ms, SerializeImports=0.181425ms, GatherLocalizableTextData=0.002719ms, MarkNames=0.008449ms, SerializeSummary=0.007246ms, SerializeNames=0.054035ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.061281ms, SortExportsNonSeekfree=0.305194ms, SortExportsSeekfreeConstructor=0.006944ms, SortExportsSeekfreeInner=0.391830ms, SortExportsSeekfree=0.002719ms, BuildDependencyMap=0.015996ms, SerializeImportMap=0.003625ms, SerializeExportMap=0.005130ms, SerializeDependencyMap=0.002716ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015698ms, SerializeExports=0.113204ms, SerializeBulkData=0.006940ms, AsyncWrite=0.075169ms, UnaccountedTime=0.145201ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_219, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__4967D45E82D5D05F51180D8DA04787A7CD734A31, StartTime=2015.10.15-06.54.54, HierarchicalDDC, Duration=0.117429ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_220, CachedDataProbablyExists, Parent=DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_219, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104751ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_138, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/FPWeapon/Textures/UE4_LOGO_CARD.uasset, FlushAsyncLoading=0.023246ms, FlushStreamingFunc=0.004526ms, BlockTillAllRequestsFinished=0.004228ms, ResetLoadersForSaveUnMarkAllObjects=0.179011ms, TagPackageExports=0.146408ms, BeginCacheForCookedPlatformData=0.030190ms, SerializeImports=0.086032ms, GatherLocalizableTextData=0.002719ms, MarkNames=0.003923ms, SerializeSummary=0.023548ms, SerializeNames=0.039242ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.007246ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.191085ms, SortExportsSeekfree=0.002418ms, BuildDependencyMap=0.006035ms, SerializeImportMap=0.024449ms, SerializeExportMap=0.003926ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015397ms, SerializeExports=0.041358ms, SerializeBulkData=12.381930ms, AsyncWrite=17.785460ms, UnaccountedTime=6.442271ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_221, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__4967D45E82D5D05F51180D8DA04787A7CD734A31, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=7790 bytes, Retrieved=true, Duration=24.250977ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_222, CachedDataProbablyExists, Parent=DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_221, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.147615ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_223, GetCachedData, Parent=DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_221, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=24.043892ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__FD058BFB71D3398CA10D9CF4EBFBF66F61085210, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=4194569 bytes, Retrieved=true, Duration=94.198303ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_53, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__B0DD00948AD4E909D8DC3011E4CFCDBDC2CBDC66, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=16777481 bytes, Retrieved=true, Duration=547.390442ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__3FB24AEA7AE12413913B53BECDB91A0963BD1A14, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=375.896637ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_20, CachedDataProbablyExists, Parent=DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_19, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.191990ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_18, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_17, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.188671ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_54, CachedDataProbablyExists, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_53, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.169653ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_55, GetCachedData, Parent=DDCTransactionId0A87661A4B813043532CAAB3537512D7_53, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=536.621155ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_19, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_17, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=91.444313ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_21, GetCachedData, Parent=DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_19, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=374.996460ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__F426050616A6D89D38B0CDA38F9D6524FA4A05B7, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=36.601513ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_21, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_20, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.173878ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_22, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_20, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=36.228100ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__E6D3EE70FEF71AE534C4D7568AAE42DDC7D9A90D, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=17.534300ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_24, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_23, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.128899ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_25, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_23, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=17.339594ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_26, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9C874E34669896B26D38399D263C__F9601B59F83E26026F698655D134920ABF883D1B, StartTime=2015.10.15-06.54.54, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=20.493866ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_27, CachedDataProbablyExists, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_26, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.111692ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_28, GetCachedData, Parent=DDCTransactionId01A8A30E4C01AA850A757BB52AED8369_26, StartTime=2015.10.15-06.54.54, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.341419ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
