DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-06.46.35, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.877246ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_149, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/M_UE4Man_Body.uasset, FlushAsyncLoading=0.014789ms, FlushStreamingFunc=0.005737ms, BlockTillAllRequestsFinished=0.003923ms, ResetLoadersForSaveUnMarkAllObjects=0.287082ms, TagPackageExports=4.491869ms, BeginCacheForCookedPlatformData=0.017207ms, SerializeImports=1.397371ms, GatherLocalizableTextData=0.005737ms, MarkNames=0.011470ms, SerializeSummary=0.009358ms, SerializeNames=0.131920ms, SerializeGatherableTextData=0.009961ms, BuildExportMap=0.145502ms, SortExportsNonSeekfree=0.177804ms, SortExportsSeekfreeConstructor=0.009056ms, SortExportsSeekfreeInner=1.858633ms, SortExportsSeekfree=0.015996ms, BuildDependencyMap=0.472434ms, SerializeImportMap=0.007849ms, SerializeExportMap=0.004832ms, SerializeDependencyMap=0.004530ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.027470ms, SerializeExports=2.206087ms, SerializeBulkData=0.016302ms, AsyncWrite=0.329945ms, UnaccountedTime=0.200141ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_56, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__4DD1B175D9BB84DE1C381240C7E09879ED53FCC8, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.501715ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_57, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__4DD1B175D9BB84DE1C381240C7E09879ED53FCC8, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.219762ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_58, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__4DD1B175D9BB84DE1C381240C7E09879ED53FCC8, StartTime=2015.10.15-06.47.46, HierarchicalDDC, Duration=0.106260ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_59, CachedDataProbablyExists, Parent=DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_58, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.086334ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_150, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, FlushAsyncLoading=0.012074ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.006940ms, ResetLoadersForSaveUnMarkAllObjects=0.195011ms, TagPackageExports=0.060979ms, BeginCacheForCookedPlatformData=0.003926ms, SerializeImports=0.095390ms, GatherLocalizableTextData=0.002716ms, MarkNames=0.015698ms, SerializeSummary=0.014491ms, SerializeNames=0.051618ms, SerializeGatherableTextData=0.001814ms, BuildExportMap=0.057053ms, SortExportsNonSeekfree=0.101127ms, SortExportsSeekfreeConstructor=0.007849ms, SortExportsSeekfreeInner=0.349268ms, SortExportsSeekfree=0.003319ms, BuildDependencyMap=0.012375ms, SerializeImportMap=0.003319ms, SerializeExportMap=0.003621ms, SerializeDependencyMap=0.002414ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.032604ms, SerializeExports=0.089053ms, SerializeBulkData=0.009358ms, AsyncWrite=0.117127ms, UnaccountedTime=0.242706ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_217, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_655D545E4F2053C8BF8B5CB32D38AED3__096A4BE7EEC910DD9C612B787D256747031860AD, StartTime=2015.10.15-06.47.46, HierarchicalDDC, Duration=28.883821ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_218, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_217, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=28.857563ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_655D545E4F2053C8BF8B5CB32D38AED3__096A4BE7EEC910DD9C612B787D256747031860AD, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=26.132853ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_61, CachedDataProbablyExists, Parent=DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_60, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.130713ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_62, GetCachedData, Parent=DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_60, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=25.963505ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_151, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/MaterialLayers/T_ML_Rubber_Blue_01_D.uasset, FlushAsyncLoading=0.015091ms, FlushStreamingFunc=0.005435ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.181727ms, TagPackageExports=0.150029ms, BeginCacheForCookedPlatformData=0.052225ms, SerializeImports=0.355307ms, GatherLocalizableTextData=0.005431ms, MarkNames=0.004228ms, SerializeSummary=0.009056ms, SerializeNames=0.016600ms, SerializeGatherableTextData=0.001814ms, BuildExportMap=0.008453ms, SortExportsNonSeekfree=0.004224ms, SortExportsSeekfreeConstructor=0.009358ms, SortExportsSeekfreeInner=0.166334ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.006944ms, SerializeImportMap=0.003017ms, SerializeExportMap=0.002716ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.002418ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017509ms, SerializeExports=0.042863ms, SerializeBulkData=0.048302ms, AsyncWrite=0.134636ms, UnaccountedTime=0.250254ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_76, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_655D545E4F2053C8BF8B5CB32D38AED3__C8D96FC94617D09B466089B8CCF1C5667A73B1E9, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=204.458069ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_655D545E4F2053C8BF8B5CB32D38AED3__55176F1C899CA372E319381F3531F7EB1D7882E1, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=78.970306ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_77, CachedDataProbablyExists, Parent=DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_76, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=27.054474ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_42, CachedDataProbablyExists, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_41, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=12.117490ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_43, GetCachedData, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_41, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=66.772522ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_78, GetCachedData, Parent=DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_76, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=177.242386ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_655D545E4F2053C8BF8B5CB32D38AED3__B89A801292B57490895F3D0BFB0C125CC88270F1, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=90.717102ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_45, CachedDataProbablyExists, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_44, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=25.320816ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_46, GetCachedData, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_44, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=65.340439ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_219, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_0DB1386840D52A45327D7FAEBB42E638___E37EDEC3EBB01791722A1AD911CA52C77630200D, StartTime=2015.10.15-06.47.46, HierarchicalDDC, Duration=6.892972ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_220, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_219, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=6.870936ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_79, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_0DB1386840D52A45327D7FAEBB42E638___E37EDEC3EBB01791722A1AD911CA52C77630200D, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=47.035454ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_80, CachedDataProbablyExists, Parent=DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_79, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109579ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_81, GetCachedData, Parent=DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_79, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=46.880596ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_152, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.012379ms, FlushStreamingFunc=0.003621ms, BlockTillAllRequestsFinished=0.003625ms, ResetLoadersForSaveUnMarkAllObjects=0.128597ms, TagPackageExports=0.082411ms, BeginCacheForCookedPlatformData=0.027772ms, SerializeImports=0.075769ms, GatherLocalizableTextData=0.003926ms, MarkNames=0.004224ms, SerializeSummary=0.009056ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001814ms, BuildExportMap=0.007242ms, SortExportsNonSeekfree=0.003323ms, SortExportsSeekfreeConstructor=0.008151ms, SortExportsSeekfreeInner=0.131313ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.003017ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001512ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012074ms, SerializeExports=0.037130ms, SerializeBulkData=0.083622ms, AsyncWrite=0.149731ms, UnaccountedTime=0.219159ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_0DB1386840D52A45327D7FAEBB42E638___77075439E7B32DD80E54FFE1ECE2408B17104FCA, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=102.551132ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_0DB1386840D52A45327D7FAEBB42E638___E17C23DC5322473FD3E3848854DD456303CC05E6, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=45.259838ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_64, CachedDataProbablyExists, Parent=DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_63, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=21.397070ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_48, CachedDataProbablyExists, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_47, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=8.820735ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_49, GetCachedData, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_47, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=36.343712ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_65, GetCachedData, Parent=DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_63, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=80.933090ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_0DB1386840D52A45327D7FAEBB42E638___C281E3488D4B3B41B4B0517185185E1AB64B459E, StartTime=2015.10.15-06.47.46, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=66.671089ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_51, CachedDataProbablyExists, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_50, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=44.439953ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_52, GetCachedData, Parent=DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_50, StartTime=2015.10.15-06.47.46, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=22.172279ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_153, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, FlushAsyncLoading=0.012375ms, FlushStreamingFunc=0.003926ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.184748ms, TagPackageExports=0.034716ms, BeginCacheForCookedPlatformData=0.003017ms, SerializeImports=0.053734ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004228ms, SerializeSummary=0.007246ms, SerializeNames=0.028979ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.031393ms, SortExportsNonSeekfree=0.028681ms, SortExportsSeekfreeConstructor=0.006940ms, SortExportsSeekfreeInner=0.183541ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.008151ms, SerializeImportMap=0.002716ms, SerializeExportMap=0.003017ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012979ms, SerializeExports=0.072449ms, SerializeBulkData=0.011776ms, AsyncWrite=0.089355ms, UnaccountedTime=0.188068ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_154, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, FlushAsyncLoading=0.016302ms, FlushStreamingFunc=0.003926ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.199839ms, TagPackageExports=0.056148ms, BeginCacheForCookedPlatformData=0.004526ms, SerializeImports=0.070337ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.006642ms, SerializeSummary=0.008754ms, SerializeNames=0.038639ms, SerializeGatherableTextData=0.001814ms, BuildExportMap=0.049204ms, SortExportsNonSeekfree=0.041056ms, SortExportsSeekfreeConstructor=0.006940ms, SortExportsSeekfreeInner=0.299159ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.009961ms, SerializeImportMap=0.003021ms, SerializeExportMap=0.002716ms, SerializeDependencyMap=0.002414ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016000ms, SerializeExports=0.040453ms, SerializeBulkData=0.006940ms, AsyncWrite=0.065807ms, UnaccountedTime=0.130109ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_221, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.10.15-06.47.47, HierarchicalDDC, Duration=0.008453ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.10.15-06.47.47, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=13.412826ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_155, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Textures/UE4_LOGO_CARD.uasset, FlushAsyncLoading=0.011470ms, FlushStreamingFunc=0.003621ms, BlockTillAllRequestsFinished=0.003021ms, ResetLoadersForSaveUnMarkAllObjects=0.106558ms, TagPackageExports=0.081506ms, BeginCacheForCookedPlatformData=0.042263ms, SerializeImports=0.058867ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004526ms, SerializeSummary=0.008453ms, SerializeNames=0.017207ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.008151ms, SortExportsNonSeekfree=0.003323ms, SortExportsSeekfreeConstructor=0.010565ms, SortExportsSeekfreeInner=0.249043ms, SortExportsSeekfree=0.003926ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.006340ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.002414ms, SerializeStringAssetReferenceMap=0.002112ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.028379ms, SerializeExports=0.048902ms, SerializeBulkData=0.130709ms, AsyncWrite=0.231840ms, UnaccountedTime=0.340816ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_53, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.10.15-06.47.47, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=41.510571ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId5EE192FA46349E7C473050A20B82CE4D_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2015.10.15-06.47.47, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=41.800674ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__AC9285A4DAFDC0716DEF13130A9B06B3FE11A1AD, StartTime=2015.10.15-06.47.47, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.329647ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_156, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, FlushAsyncLoading=0.019923ms, FlushStreamingFunc=0.004530ms, BlockTillAllRequestsFinished=0.004526ms, ResetLoadersForSaveUnMarkAllObjects=0.261120ms, TagPackageExports=0.061583ms, BeginCacheForCookedPlatformData=0.004224ms, SerializeImports=0.092071ms, GatherLocalizableTextData=0.002418ms, MarkNames=0.007544ms, SerializeSummary=0.008754ms, SerializeNames=0.047397ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.054337ms, SortExportsNonSeekfree=0.081204ms, SortExportsSeekfreeConstructor=0.011772ms, SortExportsSeekfreeInner=0.376739ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.012077ms, SerializeImportMap=0.003017ms, SerializeExportMap=0.003625ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016000ms, SerializeExports=0.057656ms, SerializeBulkData=0.006944ms, AsyncWrite=0.072449ms, UnaccountedTime=0.146408ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_222, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_833117354EAEAA713F0946BF0BC48B17__EB3A440F78D412A264F8CF802C15A9C6B5EA5F72, StartTime=2015.10.15-06.47.47, HierarchicalDDC, Duration=0.132218ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_223, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_222, StartTime=2015.10.15-06.47.47, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.116222ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
