DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-07.05.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.822604ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_93, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_92, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127692ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_94, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_92, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.973240ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_161, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Textures/UE4_Mannequin_occlusion_Mobile.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003621ms, BlockTillAllRequestsFinished=0.003926ms, ResetLoadersForSaveUnMarkAllObjects=0.280742ms, TagPackageExports=0.064000ms, BeginCacheForCookedPlatformData=0.030488ms, SerializeImports=0.040751ms, GatherLocalizableTextData=0.002116ms, MarkNames=0.003017ms, SerializeSummary=0.007246ms, SerializeNames=0.013281ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006642ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.007849ms, SortExportsSeekfreeInner=0.129506ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004526ms, SerializeImportMap=0.002716ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014491ms, SerializeExports=0.035319ms, SerializeBulkData=0.027772ms, AsyncWrite=0.085432ms, UnaccountedTime=0.249952ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_95, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_54BDB068447E7417A33810BFF365F509__578A3FD72584C4806261DC17F1DF5E7FC4C10C5C, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.702456ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_96, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_95, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098713ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_97, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_95, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.384286ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_98, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_54BDB068447E7417A33810BFF365F509__5E4E6EC09C4BDE5D54B3885E4971DCDD559F9B25, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.304289ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_99, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_98, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078183ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_100, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_98, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.176296ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_101, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_54BDB068447E7417A33810BFF365F509__0B19BA814C3FBBCF63A76E96DFCA9C959169DFE2, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.264138ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_102, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_101, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076070ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_103, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_101, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.160899ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_162, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Materials/M_UE4Man_ChestLogo.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.189275ms, TagPackageExports=0.783060ms, BeginCacheForCookedPlatformData=0.003621ms, SerializeImports=0.822604ms, GatherLocalizableTextData=0.003021ms, MarkNames=0.004224ms, SerializeSummary=0.007547ms, SerializeNames=0.079092ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.013284ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=1.082517ms, SortExportsSeekfree=0.003621ms, BuildDependencyMap=0.006944ms, SerializeImportMap=0.003923ms, SerializeExportMap=0.002716ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.028376ms, SerializeExports=1.894556ms, SerializeBulkData=0.014793ms, AsyncWrite=0.678916ms, UnaccountedTime=0.239383ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_239, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_429594DB4BD9D6ABE8AB63B20DEF7756___19CCE0FD4B2FDF5E2EA4F6EAA40792C358182154, StartTime=2015.10.15-07.05.52, HierarchicalDDC, Duration=0.118937ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_240, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_239, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.095092ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_87, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_429594DB4BD9D6ABE8AB63B20DEF7756___19CCE0FD4B2FDF5E2EA4F6EAA40792C358182154, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.603445ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_88, CachedDataProbablyExists, Parent=DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_87, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.144899ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_89, GetCachedData, Parent=DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_87, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.399377ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_104, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_429594DB4BD9D6ABE8AB63B20DEF7756___8CBE039F0D5D1A9A977134DBD727C12AD491F186, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=0.668649ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_105, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_104, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109278ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_163, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Textures/UE4Man_Logo_N.uasset, FlushAsyncLoading=0.013586ms, FlushStreamingFunc=0.003319ms, BlockTillAllRequestsFinished=0.002719ms, ResetLoadersForSaveUnMarkAllObjects=0.131916ms, TagPackageExports=0.066712ms, BeginCacheForCookedPlatformData=0.030790ms, SerializeImports=0.074264ms, GatherLocalizableTextData=0.002716ms, MarkNames=0.003923ms, SerializeSummary=0.008151ms, SerializeNames=0.018414ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007547ms, SortExportsNonSeekfree=0.003323ms, SortExportsSeekfreeConstructor=0.007544ms, SortExportsSeekfreeInner=0.147015ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.003621ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015095ms, SerializeExports=0.040151ms, SerializeBulkData=0.102032ms, AsyncWrite=0.162408ms, UnaccountedTime=0.215538ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_106, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_104, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.353195ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_107, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_429594DB4BD9D6ABE8AB63B20DEF7756___EDCC82382D15B78A237375D9D5431220FB8FF3C9, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.341721ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_108, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_107, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093278ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_109, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_107, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.183843ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_110, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_429594DB4BD9D6ABE8AB63B20DEF7756___3896EE339C18D40C476DA5975F1B5536A301BCFC, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.373717ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_111, CachedDataProbablyExists, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_110, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.151541ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_112, GetCachedData, Parent=DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_110, StartTime=2015.10.15-07.05.52, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.175688ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_164, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/AnimationAssets/UE4_Mannequin/Mesh/SK_Mannequin_PhysicsAsset.uasset, FlushAsyncLoading=0.010867ms, FlushStreamingFunc=0.003021ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.091467ms, TagPackageExports=0.181425ms, BeginCacheForCookedPlatformData=0.005737ms, SerializeImports=0.247233ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.008453ms, SerializeSummary=0.009056ms, SerializeNames=0.063997ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.016905ms, SortExportsNonSeekfree=1.570344ms, SortExportsSeekfreeConstructor=0.020530ms, SortExportsSeekfreeInner=0.510465ms, SortExportsSeekfree=0.005133ms, BuildDependencyMap=0.017509ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.006642ms, SerializeDependencyMap=0.002719ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015698ms, SerializeExports=0.212517ms, SerializeBulkData=0.009660ms, AsyncWrite=0.093885ms, UnaccountedTime=0.190180ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_165, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/ThirdPersonShooter2/Content/MyContent/EnemySpawner.uasset, FlushAsyncLoading=0.013888ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.131920ms, TagPackageExports=2.295744ms, BeginCacheForCookedPlatformData=0.010565ms, SerializeImports=0.137053ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.018112ms, SerializeSummary=0.009660ms, SerializeNames=0.053130ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.144295ms, SortExportsNonSeekfree=0.107467ms, SortExportsSeekfreeConstructor=0.011772ms, SortExportsSeekfreeInner=1.826938ms, SortExportsSeekfree=0.005733ms, BuildDependencyMap=0.018716ms, SerializeImportMap=0.006642ms, SerializeExportMap=0.004832ms, SerializeDependencyMap=0.002418ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012979ms, SerializeExports=0.049811ms, SerializeBulkData=0.006638ms, AsyncWrite=0.072449ms, UnaccountedTime=0.142787ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_241, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.10.15-07.05.52, HierarchicalDDC, Duration=0.008453ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_113, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.10.15-07.05.52, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.115920ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_166, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/BSPVertex.uasset, FlushAsyncLoading=0.012983ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.097506ms, TagPackageExports=0.035319ms, BeginCacheForCookedPlatformData=0.024755ms, SerializeImports=0.036828ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003021ms, SerializeSummary=0.007845ms, SerializeNames=0.010870ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006035ms, SortExportsNonSeekfree=0.003323ms, SortExportsSeekfreeConstructor=0.006944ms, SortExportsSeekfreeInner=0.121653ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004228ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001207ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008453ms, SerializeExports=0.032298ms, SerializeBulkData=0.005737ms, AsyncWrite=0.053734ms, UnaccountedTime=0.159692ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_167, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/WireframeMaterial.uasset, FlushAsyncLoading=0.011470ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.002719ms, ResetLoadersForSaveUnMarkAllObjects=0.093278ms, TagPackageExports=1.264848ms, BeginCacheForCookedPlatformData=0.007246ms, SerializeImports=1.178816ms, GatherLocalizableTextData=0.003319ms, MarkNames=0.003319ms, SerializeSummary=0.007246ms, SerializeNames=0.066414ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.008754ms, SortExportsNonSeekfree=0.005431ms, SortExportsSeekfreeConstructor=0.006039ms, SortExportsSeekfreeInner=1.273904ms, SortExportsSeekfree=0.002719ms, BuildDependencyMap=0.006035ms, SerializeImportMap=0.006035ms, SerializeExportMap=0.002716ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012074ms, SerializeExports=2.361555ms, SerializeBulkData=0.021435ms, AsyncWrite=0.271086ms, UnaccountedTime=0.161197ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_168, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/GeomMaterial.uasset, FlushAsyncLoading=0.016604ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.003621ms, ResetLoadersForSaveUnMarkAllObjects=0.140674ms, TagPackageExports=0.131618ms, BeginCacheForCookedPlatformData=0.005133ms, SerializeImports=0.157576ms, GatherLocalizableTextData=0.002414ms, MarkNames=0.005435ms, SerializeSummary=0.007246ms, SerializeNames=0.055242ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.038035ms, SortExportsNonSeekfree=0.029281ms, SortExportsSeekfreeConstructor=0.006944ms, SortExportsSeekfreeInner=0.415076ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.009358ms, SerializeImportMap=0.002719ms, SerializeExportMap=0.003017ms, SerializeDependencyMap=0.002116ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011470ms, SerializeExports=0.167239ms, SerializeBulkData=0.007242ms, AsyncWrite=0.068828ms, UnaccountedTime=0.150029ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_169, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationLitMaterial.uasset, FlushAsyncLoading=0.023548ms, FlushStreamingFunc=0.003923ms, BlockTillAllRequestsFinished=0.004228ms, ResetLoadersForSaveUnMarkAllObjects=0.093881ms, TagPackageExports=5.949013ms, BeginCacheForCookedPlatformData=0.013281ms, SerializeImports=5.723517ms, GatherLocalizableTextData=0.029281ms, MarkNames=0.010867ms, SerializeSummary=0.009056ms, SerializeNames=0.160597ms, SerializeGatherableTextData=0.002414ms, BuildExportMap=0.030186ms, SortExportsNonSeekfree=0.012983ms, SortExportsSeekfreeConstructor=0.006944ms, SortExportsSeekfreeInner=5.144220ms, SortExportsSeekfree=0.006337ms, BuildDependencyMap=0.009358ms, SerializeImportMap=0.003621ms, SerializeExportMap=0.002719ms, SerializeDependencyMap=0.001512ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.038035ms, SerializeExports=15.558540ms, SerializeBulkData=0.018716ms, AsyncWrite=4.340030ms, UnaccountedTime=0.284061ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_170, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationUnlitMaterial.uasset, FlushAsyncLoading=0.021435ms, FlushStreamingFunc=0.003621ms, BlockTillAllRequestsFinished=0.003923ms, ResetLoadersForSaveUnMarkAllObjects=0.290405ms, TagPackageExports=1.540158ms, BeginCacheForCookedPlatformData=0.010565ms, SerializeImports=1.733657ms, GatherLocalizableTextData=0.006340ms, MarkNames=0.004828ms, SerializeSummary=0.010565ms, SerializeNames=0.105958ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.019621ms, SortExportsNonSeekfree=0.020832ms, SortExportsSeekfreeConstructor=0.022035ms, SortExportsSeekfreeInner=1.857728ms, SortExportsSeekfree=0.005737ms, BuildDependencyMap=0.007544ms, SerializeImportMap=0.004224ms, SerializeExportMap=0.002719ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001814ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016600ms, SerializeExports=2.266768ms, SerializeBulkData=0.020526ms, AsyncWrite=0.390623ms, UnaccountedTime=0.217047ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_171, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.uasset, FlushAsyncLoading=0.012681ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.157580ms, TagPackageExports=5.080223ms, BeginCacheForCookedPlatformData=0.010867ms, SerializeImports=5.116750ms, GatherLocalizableTextData=0.005431ms, MarkNames=0.007547ms, SerializeSummary=0.009056ms, SerializeNames=0.135239ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.045586ms, SortExportsNonSeekfree=0.084825ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=6.644227ms, SortExportsSeekfree=0.009056ms, BuildDependencyMap=0.017509ms, SerializeImportMap=0.004832ms, SerializeExportMap=0.003923ms, SerializeDependencyMap=0.006039ms, SerializeStringAssetReferenceMap=0.002112ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020828ms, SerializeExports=17.271370ms, SerializeBulkData=0.017509ms, AsyncWrite=3.418412ms, UnaccountedTime=0.184745ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_172, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationLitMaterial.uasset, FlushAsyncLoading=0.021432ms, FlushStreamingFunc=0.003625ms, BlockTillAllRequestsFinished=0.004224ms, ResetLoadersForSaveUnMarkAllObjects=0.126485ms, TagPackageExports=5.603671ms, BeginCacheForCookedPlatformData=0.010870ms, SerializeImports=5.245045ms, GatherLocalizableTextData=0.006638ms, MarkNames=0.008151ms, SerializeSummary=0.009660ms, SerializeNames=0.145808ms, SerializeGatherableTextData=0.002414ms, BuildExportMap=0.065204ms, SortExportsNonSeekfree=0.139769ms, SortExportsSeekfreeConstructor=0.010867ms, SortExportsSeekfreeInner=5.352814ms, SortExportsSeekfree=0.008453ms, BuildDependencyMap=0.026263ms, SerializeImportMap=0.035621ms, SerializeExportMap=0.006940ms, SerializeDependencyMap=0.003021ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015397ms, SerializeExports=16.628378ms, SerializeBulkData=0.023548ms, AsyncWrite=4.347276ms, UnaccountedTime=0.502318ms, RunGuid=RunIDB744BC844243D310B521048994977C89
